old_name	size_t	size_c	size_z	size_y	size_x	xy_mismatch	physical_size_z	physical_size_y	physical_size_x	physical_unit	physical_xy_mismatch	has_lng_lvv_in_name
20231201_bmcc127_pfa_hoechst-tub-centr_series02	1	3	55	596	602	True	0.270155	0.10278337815126051	0.10278336106489186	µm	True	True
20231201_bmcc127_pfa_hoechst-tub-centr_series03	1	3	43	608	607	True	0.270155	0.10278337726523887	0.10278336633663367	µm	True	False
20231201_bmcc127_pfa_hoechst-tub-centr_series04	1	3	43	608	607	True	0.270155	0.10278337726523887	0.10278336633663367	µm	True	True
20231201_bmcc127_pfa_hoechst-tub-centr_series05	1	3	101	648	696	True	0.270155	0.10278336939721791	0.10278336690647481	µm	True	False
20231201_bmcc127_pfa_hoechst-tub-centr_series06	1	3	101	648	696	True	0.270155	0.10278336939721791	0.10278336690647481	µm	True	True
20231201_bmcc127_pfa_hoechst-tub-centr_series07	1	3	27	512	512	False	0.270155	0.10278336594911937	0.10278336594911937	µm	False	False
20231201_bmcc127_pfa_hoechst-tub-centr_series08	1	3	27	512	512	False	0.270155	0.10278336594911937	0.10278336594911937	µm	False	True
20230817_rcc2339_pfa_hoechst-nhs-tub_series00	1	3	35	765	718	True	0.270155	0.10278337696335078	0.10278337517433751	µm	True	False
20230817_rcc2339_pfa_hoechst-nhs-tub_series01	1	3	35	765	718	True	0.270155	0.10278337696335078	0.10278337517433751	µm	True	True
20230817_rcc2339_pfa_hoechst-nhs-tub_series02	1	3	21	765	718	True	0.270155	0.10278337696335078	0.10278337517433751	µm	True	False
20230817_rcc2339_pfa_hoechst-nhs-tub_series03	1	3	21	765	718	True	0.270155	0.10278337696335078	0.10278337517433751	µm	True	True
20230817_rcc2339_pfa_hoechst-nhs-tub_series04	1	3	34	765	718	True	0.270155	0.10278337696335078	0.10278337517433751	µm	True	False
20230817_rcc2339_pfa_hoechst-nhs-tub_series05	1	3	34	765	718	True	0.270155	0.10278337696335078	0.10278337517433751	µm	True	True
20230817_rcc2339_pfa_hoechst-nhs-tub_series06	1	3	50	765	718	True	0.2701548979591836	0.10278337696335078	0.10278337517433751	µm	True	False
20230817_rcc2339_pfa_hoechst-nhs-tub_series07	1	3	50	765	718	True	0.2701548979591836	0.10278337696335078	0.10278337517433751	µm	True	True
20230817_rcc2339_pfa_hoechst-nhs-tub_series08	1	3	1	765	718	True		0.10278337696335078	0.10278337517433751	µm	True	False
20230817_rcc2339_pfa_hoechst-nhs-tub_series09	1	3	1	765	718	True		0.10278337696335078	0.10278337517433751	µm	True	True
20230817_rcc2339_pfa_hoechst-nhs-tub_series10	1	3	21	765	718	True	0.270155	0.10278337696335078	0.10278337517433751	µm	True	False
20230817_rcc2339_pfa_hoechst-nhs-tub_series11	1	3	21	765	718	True	0.270155	0.10278337696335078	0.10278337517433751	µm	True	True
20230817_rcc2339_pfa_hoechst-nhs-tub_series12	1	3	34	365	331	True	0.270155	0.10278337912087912	0.10278336363636363	µm	True	False
20230817_rcc2339_pfa_hoechst-nhs-tub_series13	1	3	34	365	331	True	0.270155	0.10278337912087912	0.10278336363636363	µm	True	True
20240604_rcc4656-pfa_centr-tub-hoechst_series00	1	3	65	546	538	True	0.21308	0.1012976146788991	0.10129761638733706	µm	True	True
20240604_rcc4656-pfa_centr-tub-hoechst_series01	1	3	72	642	754	True	0.21308	0.10129762870514822	0.10129762284196547	µm	True	True
20240604_rcc4656-pfa_centr-tub-hoechst_series02	1	3	60	265	301	True	0.21308	0.10129761363636365	0.10129763333333333	µm	True	True
20231025_rccst10-12_pfa_centr-tub-hoechst	1	3	87	848	1075	True	0.21308	0.101297626918536	0.1012975791433892	µm	True	True
20231025_rccsd12-6_pfa_centr-tub-hoechst_series00	1	3	94	213	227	True	0.21308000000000002	0.10129764150943397	0.10129761061946903	µm	True	True
20231025_rccsd12-6_pfa_centr-tub-hoechst_series01	1	3	59	189	200	True	0.21308	0.10129760638297872	0.10129763819095479	µm	True	True
20231025_rccsd12-6_pfa_centr-tub-hoechst_series02	1	3	58	299	286	True	0.21308	0.10129761744966444	0.10129761403508772	µm	True	True
20230523_RCC_856_pfa_OD_nhs-tub-Hoechst	1	3	38	1024	1024	False	0.361	0.07094542521994135	0.07094542521994135	µm	False	False
20240604_rcc998-pfa_centr-tub-hoechst_series00	1	3	98	321	338	True	0.21308000000000002	0.10129762499999999	0.10129762611275965	µm	True	True
20240604_rcc998-pfa_centr-tub-hoechst_series01	1	3	83	321	338	True	0.21308	0.10129762499999999	0.10129762611275965	µm	True	True
20240604_rcc998-pfa_centr-tub-hoechst_series02	1	3	89	321	338	True	0.21308	0.10129762499999999	0.10129762611275965	µm	True	True
20240604_rcc998-pfa_centr-tub-hoechst_series03	1	3	88	321	338	True	0.21308000000000002	0.10129762499999999	0.10129762611275965	µm	True	True
20240604_rcc998-pfa_centr-tub-hoechst_series04	1	3	86	321	338	True	0.21308000000000002	0.10129762499999999	0.10129762611275965	µm	True	True
20230626_rcc33741_pfa_tub-hoechst-nhs_series00	1	3	21	527	522	True	0.270155	0.1027833650190114	0.10278337811900191	µm	True	False
20230626_rcc33741_pfa_tub-hoechst-nhs_series01	1	3	30	738	760	True	0.270155	0.10278337856173676	0.10278337285902503	µm	True	False
20230626_rcc33741_pfa_tub-hoechst-nhs_series02	1	3	20	501	502	True	0.270155	0.1027834	0.10278339321357285	µm	True	False
20230626_rcc33741_pfa_tub-hoechst-nhs_series03	1	3	20	501	502	True	0.270155	0.1027834	0.10278339321357285	µm	True	True
20230704_rcc3374_pfa_centr-tub-hoechst_series00	1	3	75	310	322	True	0.21308	0.10129763754045308	0.1012976323987539	µm	True	True
20230704_rcc3374_pfa_centr-tub-hoechst_series01	1	3	98	479	523	True	0.21308000000000002	0.10129761506276151	0.1012976245210728	µm	True	True
20240604_rcc3374-pfa_centr-tub-hoechst_series00	1	3	75	310	322	True	0.21308	0.10129763754045308	0.1012976323987539	µm	True	True
20240604_rcc3374-pfa_centr-tub-hoechst_series01	1	3	98	479	523	True	0.21308000000000002	0.10129761506276151	0.1012976245210728	µm	True	True
20230423_RCC_15_pfa_OD_nhs-tub-Hoechst	1	3	36	1024	1024	False	0.3496	0.07102381231671555	0.07102381231671555	µm	False	False
20230616_RCC_1871_pfa_OD_Hoechst-tub-nhs_series00	1	3	30	1024	1024	False	0.361	0.07095661779081133	0.07095661779081133	µm	False	False
20230616_RCC_1871_pfa_OD_Hoechst-tub-nhs_series01	1	3	29	1024	1024	False	0.36100000000000004	0.07095661779081133	0.07095661779081133	µm	False	False
20230616_RCC_4434_pfa_OD_Hoechst-tub-nhs_series00	1	3	32	1024	1024	False	0.42939999999999995	0.047350293255131966	0.047350293255131966	µm	False	False
20230616_RCC_4434_pfa_OD_Hoechst-tub-nhs_series01	1	3	50	1024	1024	False	0.4294	0.047350293255131966	0.047350293255131966	µm	False	False
20240216_BMCC_449_pfa_OD_Hoechst-centr-nhs-tub_series00	1	4	45	1024	1024	False	0.361	0.07106318670576735	0.07106318670576735	µm	False	False
20240216_BMCC_449_pfa_OD_Hoechst-centr-nhs-tub_series01	1	4	43	1024	1024	False	0.36100000000000004	0.07106318670576735	0.07106318670576735	µm	False	False
2024-02-05_bmcc686_fm_nhs_centrin_tubulin_hoechst-dapi_001	1	4	159	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
2024-02-05_bmcc686_fm_nhs_centrin_tubulin_hoechst-dapi_002	1	4	134	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
20240111_bmcc469_pfa_hoechst-tub-centr_series00	1	3	50	512	512	False	0.2701548979591836	0.10278336594911937	0.10278336594911937	µm	False	False
20240111_bmcc469_pfa_hoechst-tub-centr_series01	1	3	50	512	512	False	0.2701548979591836	0.10278336594911937	0.10278336594911937	µm	False	True
20240111_bmcc469_pfa_hoechst-tub-centr_series02	1	3	68	521	512	True	0.2701549253731343	0.10278336538461538	0.10278336594911937	µm	True	False
20240111_bmcc469_pfa_hoechst-tub-centr_series03	1	3	68	521	512	True	0.2701549253731343	0.10278336538461538	0.10278336594911937	µm	True	True
20240111_bmcc469_pfa_hoechst-tub-centr_series04	1	3	30	521	512	True	0.270155	0.10278336538461538	0.10278336594911937	µm	True	False
20240111_bmcc469_pfa_hoechst-tub-centr_series05	1	3	30	521	512	True	0.270155	0.10278336538461538	0.10278336594911937	µm	True	True
20240111_bmcc469_pfa_hoechst-tub-centr_series06	1	3	65	692	644	True	0.270155	0.10278337192474674	0.10278337480559877	µm	True	False
20240111_bmcc469_pfa_hoechst-tub-centr_series07	1	3	65	692	644	True	0.270155	0.10278337192474674	0.10278337480559877	µm	True	True
20240111_bmcc469_pfa_hoechst-tub-centr_series08	1	3	21	512	512	False	0.270155	0.10278336594911937	0.10278336594911937	µm	False	False
20240111_bmcc469_pfa_hoechst-tub-centr_series09	1	3	21	512	512	False	0.270155	0.10278336594911937	0.10278336594911937	µm	False	True
20240118_bmcc598_pfa_centr-tub-hoechst_series00	1	3	83	350	349	True	0.21308	0.10129762177650431	0.10129761494252873	µm	True	True
20240118_bmcc598_pfa_centr-tub-hoechst_series01	1	3	61	306	355	True	0.21308	0.10129760655737706	0.10129762711864407	µm	True	True
20240118_bmcc598_pfa_centr-tub-hoechst_series02	1	3	74	350	349	True	0.21308000000000002	0.10129762177650431	0.10129761494252873	µm	True	True
20240118_bmcc598_pfa_centr-tub-hoechst_series03	1	3	71	306	308	True	0.21308	0.10129760655737706	0.10129762214983713	µm	True	True
20240118_bmcc598_pfa_centr-tub-hoechst_series04	1	3	52	349	298	True	0.21308	0.10129761494252873	0.10129760942760943	µm	True	True
20240119_BMCC_606_pfa_OD_Hoechst-centr-nhs-tub_series00	1	4	61	1024	1024	False	0.361	0.10929364613880743	0.10929364613880743	µm	False	False
20240119_BMCC_606_pfa_OD_Hoechst-centr-nhs-tub_series01	1	4	58	1024	1024	False	0.36100000000000004	0.10929364613880743	0.10929364613880743	µm	False	False
20240119_BMCC_606_pfa_OD_Hoechst-centr-nhs-tub_series02	1	4	37	1024	1024	False	0.36100000000000004	0.056788778103616815	0.056788778103616815	µm	False	False
20240119_BMCC_606_pfa_OD_Hoechst-centr-nhs-tub_series03	1	4	45	1024	1024	False	0.361	0.056788778103616815	0.056788778103616815	µm	False	False
20240119_BMCC_606_pfa_OD_Hoechst-centr-nhs-tub_series04	1	4	43	1024	1024	False	0.36100000000000004	0.047340537634408604	0.047340537634408604	µm	False	False
20230423_RCC_6369_pfa_OD_nhs-tub-Hoechst_series00	1	3	79	1024	1024	False	0.551	0.14235434995112414	0.14235434995112414	µm	False	False
20230423_RCC_6369_pfa_OD_nhs-tub-Hoechst_series01	1	3	113	1024	1024	False	0.551	0.14235434995112414	0.14235434995112414	µm	False	False
20230423_RCC_6369_pfa_OD_nhs-tub-Hoechst_series02	1	3	103	1024	1024	False	0.551	0.14235434995112414	0.14235434995112414	µm	False	False
20240216_BMCC_640_pfa_OD_Hoechst-centr-nhs-tub_series00	1	4	104	1024	1024	False	0.36100000000000004	0.0567916715542522	0.0567916715542522	µm	False	False
20240216_BMCC_640_pfa_OD_Hoechst-centr-nhs-tub_series01	1	4	82	1024	1024	False	0.399	0.0567916715542522	0.0567916715542522	µm	False	False
20240216_BMCC_640_pfa_OD_Hoechst-centr-nhs-tub_series02	1	4	89	1024	1024	False	0.39899999999999997	0.0567916715542522	0.0567916715542522	µm	False	False
20240216_BMCC_640_pfa_OD_Hoechst-centr-nhs-tub_series03	1	4	77	1024	1024	False	0.36100000000000004	0.0567916715542522	0.0567916715542522	µm	False	False
20240521_bmcc308_pfa_centr-tub-hoechst_series00	1	3	309	887	845	True	0.21308000000000002	0.10129761851015802	0.10129761848341232	µm	True	True
20240521_bmcc308_pfa_centr-tub-hoechst_series01	1	3	184	887	845	True	0.21308	0.10129761851015802	0.10129761848341232	µm	True	True
20240521_bmcc308_pfa_centr-tub-hoechst_series02	1	3	322	1231	1227	True	0.21308	0.10129764227642275	0.10129763458401306	µm	True	True
2024-02-05_bmcc492_fm_nhs_centrin_tubulin_hoechst-dapi_001	1	4	166	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
2024-02-05_bmcc492_fm_nhs_centrin_tubulin_hoechst-dapi_002	1	4	86	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
2024-02-05_bmcc492_fm_nhs_centrin_tubulin_hoechst-dapi_003	1	4	119	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
2024-02-05_bmcc492_fm_nhs_centrin_tubulin_hoechst-dapi_004	1	4	104	2304	2304	False	0.4	0.167754818984646	0.167754818984646	µm	False	False
20240521_bmcc673_pfa_hoechst-tub-centr	1	3	11	512	512	False	0.270155	0.10278336594911937	0.10278336594911937	µm	False	True
20240220_bmcc745_FM-nhs-centr-tub-hoechst-60x_001	1	4	76	2304	2304	False	0.4	0.04052889460982072	0.04052889460982072	µm	False	False
20240220_bmcc745_FM-nhs-centr-tub-hoechst-60x_002	1	4	76	2304	2304	False	0.4	0.04052889460982072	0.113480904907498	µm	True	False
20240220_bmcc745_FM-nhs-centr-tub-hoechst-60x_003	1	4	79	2304	2304	False	0.4	0.04052889460982072	0.04052889460982072	µm	False	False
20240220_bmcc745_FM-nhs-centr-tub-hoechst-60x_004	1	4	77	2304	2304	False	0.4	0.04052889460982072	0.04052889460982072	µm	False	False
20240220_bmcc745_FM-nhs-centr-tub-hoechst-60x_005	1	4	65	2304	2304	False	0.4	0.04052889460982072	0.04052889460982072	µm	False	False
20240220_bmcc745_FM-nhs-centr-tub-hoechst-60x_006	1	4	68	2304	2304	False	0.4	0.04052889460982072	0.04052889460982072	µm	False	False
20240220_bmcc745_FM-nhs-centr-tub-hoechst-60x_007	1	4	76	2304	2304	False	0.4	0.04052889460982072	0.04052889460982072	µm	False	False
20240229_bmcc745-hpf_fm_NHS_cent_tub_DNA_60x_001	1	4	263	2304	2304	False	0.3	0.113460635730501	0.113460635730501	µm	False	False
20240229_bmcc745-hpf_fm_NHS_cent_tub_DNA_60x_002	1	4	288	2304	2304	False	0.3	0.113460635730501	0.113460635730501	µm	False	False
20240307_bmcc745_fm_hpf_nhs_cent_tub_dna_60x4x_001	1	4	86	2304	2304	False	0.3	0.02836515893262525	0.02836515893262525	µm	False	False
20240307_bmcc745_fm_hpf_nhs_cent_tub_dna_60x4x_002	1	4	100	2304	2304	False	0.3	0.02836515893262525	0.02836515893262525	µm	False	False
20240307_bmcc745_fm_hpf_nhs_cent_tub_dna_60x4x_003	1	4	98	2304	2304	False	0.3	0.02836515893262525	0.02836515893262525	µm	False	False
20231018_rcc6674_pfa_centr-tub-hoechst_series00	1	3	107	489	422	True	0.21308	0.10129762295081968	0.10129762470308788	µm	True	True
20231018_rcc6674_pfa_centr-tub-hoechst_series01	1	3	129	764	555	True	0.21308	0.10129762778505898	0.10129761732851986	µm	True	True
20231018_rcc6674_pfa_centr-tub-hoechst_series02	1	3	97	697	782	True	0.21308	0.10129762931034483	0.10129761843790012	µm	True	True
20231018_rcc6674_pfa_centr-tub-hoechst_series03	1	2	186	191	194	True	0.21308	0.10129763157894736	0.10129761658031089	µm	True	True
20231018_rcc6674_pfa_centr-tub-hoechst_series04	1	3	116	316	333	True	0.21308000000000002	0.10129761904761905	0.1012976204819277	µm	True	True
20231018_rcc6674_pfa_centr-tub-hoechst_series05	1	3	199	622	670	True	0.21308000000000002	0.10129761674718196	0.10129762331838565	µm	True	True
20231201_bmcc124_pfa_hoechst-tub-centr_series00	1	3	119	1920	1412	True	0.270155	0.1027833767587285	0.10278334514528704	µm	True	False
20231201_bmcc124_pfa_hoechst-tub-centr_series01	1	3	119	1920	1412	True	0.270155	0.1027833767587285	0.10278334514528704	µm	True	True
20231201_bmcc124_pfa_hoechst-tub-centr_series02	1	3	40	1920	1412	True	0.2701551282051282	0.1027833767587285	0.10278334514528704	µm	True	False
20231201_bmcc124_pfa_hoechst-tub-centr_series03	1	3	40	1920	1412	True	0.2701551282051282	0.1027833767587285	0.10278334514528704	µm	True	True
20231201_bmcc124_pfa_hoechst-tub-centr_series04	1	3	55	717	330	True	0.270155	0.10278337988826816	0.10278337386018235	µm	True	False
20231201_bmcc124_pfa_hoechst-tub-centr_series05	1	3	55	717	330	True	0.270155	0.10278337988826816	0.10278337386018235	µm	True	True
20231201_bmcc124_pfa_hoechst-tub-centr_series06	1	3	95	917	1489	True	0.270155	0.10278337336244542	0.1027834005376344	µm	True	False
20231201_bmcc124_pfa_hoechst-tub-centr_series07	1	3	95	917	1489	True	0.270155	0.10278337336244542	0.1027834005376344	µm	True	True
20231201_bmcc124_pfa_hoechst-tub-centr_series08	1	3	43	1079	966	True	0.270155	0.10278339517625233	0.10278337823834198	µm	True	False
20231201_bmcc124_pfa_hoechst-tub-centr_series09	1	3	43	1079	966	True	0.270155	0.10278339517625233	0.10278337823834198	µm	True	True
20231201_bmcc124_pfa_hoechst-tub-centr_series10	1	3	33	1079	966	True	0.270155	0.10278339517625233	0.10278337823834198	µm	True	False
20231201_bmcc124_pfa_hoechst-tub-centr_series11	1	3	33	1079	966	True	0.270155	0.10278339517625233	0.10278337823834198	µm	True	True
20231201_bmcc124_pfa_hoechst-tub-centr_series12	1	3	33	443	576	True	0.270155	0.10278337104072398	0.10278337391304347	µm	True	False
20231201_bmcc124_pfa_hoechst-tub-centr_series13	1	3	33	443	576	True	0.270155	0.10278337104072398	0.10278337391304347	µm	True	True
20231201_bmcc124_pfa_hoechst-tub-centr_series14	1	3	34	561	576	True	0.270155	0.102783375	0.10278337391304347	µm	True	False
20231201_bmcc124_pfa_hoechst-tub-centr_series15	1	3	34	561	576	True	0.270155	0.102783375	0.10278337391304347	µm	True	True
20231201_bmcc124_pfa_hoechst-tub-centr_series16	1	3	53	561	576	True	0.270155	0.102783375	0.10278337391304347	µm	True	False
20231201_bmcc124_pfa_hoechst-tub-centr_series17	1	3	53	561	576	True	0.270155	0.102783375	0.10278337391304347	µm	True	True
20231018_rccc511_pfa_centr-tub-hoechst_series00	1	3	72	316	333	True	0.21308	0.10129761904761905	0.1012976204819277	µm	True	True
20231018_rccc511_pfa_centr-tub-hoechst_series01	1	3	84	349	362	True	0.21308000000000002	0.10129761494252873	0.10129761772853185	µm	True	True
20231018_rccc511_pfa_centr-tub-hoechst_series02	1	3	56	882	608	True	0.21308	0.10129762769580022	0.10129762767710049	µm	True	False
20231018_rccc511_pfa_centr-tub-hoechst_series03	1	3	116	790	788	True	0.21308000000000002	0.10129761723700886	0.10129762388818296	µm	True	True
20231018_rccc511_pfa_centr-tub-hoechst_series04	1	3	101	1016	788	True	0.21308	0.10129763546798029	0.10129762388818296	µm	True	True
20230423_RCC_417_pfa_OD_nhs-tub-Hoechst_series00	1	3	75	1024	1024	False	0.4484	0.07107077223851417	0.07107077223851417	µm	False	False
20230423_RCC_417_pfa_OD_nhs-tub-Hoechst_series01	1	3	92	1024	1024	False	0.44839999999999997	0.07107077223851417	0.07107077223851417	µm	False	False
20240209_RCC_417_pfa_OD_Hoechst-centr-nhs-tub_series00	1	4	42	1024	1024	False	0.361	0.07106101661779081	0.07106101661779081	µm	False	False
20240209_RCC_417_pfa_OD_Hoechst-centr-nhs-tub_series01	1	4	50	1024	1024	False	0.36100000000000004	0.07106101661779081	0.07106101661779081	µm	False	False
20240209_RCC_417_pfa_OD_Hoechst-centr-nhs-tub_series02	1	4	76	1024	1024	False	0.36100000000000004	0.07106101661779081	0.07106101661779081	µm	False	False
20240521_bmcc691_pfa_hoechst-tub-centr_series00	1	3	64	684	658	True	0.2701550793650794	0.10278336749633968	0.10278337899543379	µm	True	True
20240521_bmcc691_pfa_hoechst-tub-centr_series01	1	3	84	512	512	False	0.2701550602409638	0.10278336594911937	0.10278336594911937	µm	False	True
